Cocos2D-X 跨平台移动应用开发,¥ 59.00,沈大海,GMGC产品运营和服务中心总经理，移动互联网应用开发专家，开源技术讲师,本期嘉宾：沈大海 GMGC产品运营和服务中心总经理，移动互联网应用开发专家，开源技术讲师 GMGC产品运营和服务中心总经理，移动互联网应用开发专家，开源技术讲师，在Android\IOS等移动平台有多年开发经验，较早使用Cocos2d-x开发应用游戏和应用，他的技术博客blog.csdn.net/sdhjob,,No category path,/files/course/2013/12-06/1905095c2f4b819266.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),835人,"课程背景 Cocos2d-x源于Cocos2d，是一款开源游戏引擎项目，是一款基于对原有iOS平台cocos2d重写为C++的开源代码，封装了OpenGL,Box2d,LibCurl,LibPng等开源的跨平台代码。由于基于C++和STL特点使其广泛应用于游戏开发、移动互联网产品开发，目前最新版本为3.0alpha，由于其代码的开源特性和跨平台支持，可以快速开发移动游戏并部署到Android、iOS等平台，已经有超过百款的Ccoos2d-x的移动游戏作品月收入超过百万。本期讲师沈大海作为引擎的多年开发和使用者，沈大海将会通过两个小时的课程，指导大家完成开发环境搭建，介绍其引擎的核心模块和代码，并带领大家完成1款跨平台App开发。","课程大纲 1、Cocos2d-x是什么? 介绍Cocos2d-x的来历，核心开发者，引擎的功能。 2、Cocos2d-x的技术架构? 介绍Cocos2d-x的平台架构和开发方法，目前可以通过C++,lua,javascript等方式开发。 3、Cocos2d-x的源码说明？ 介绍Cocos2d-x的源码结构和使用方法。 4、Cocos2d-x核心概念和设计模式? 介绍Cocos2d-x的单例模式、工厂模式，委托模式，介绍导演、场景、图层、精灵、动作等 核心概念。 5、Cocos2d-x项目的创建和项目结构 以hello-world为实例来介绍Cocos2d-x的项目基本结构。 6、介绍如何将项目部署到Android、IOS平台。 7、介绍使用Cocos2d-x开发联网游戏的注意事项。网络连接、文字处理、图形优化等核心技术介绍",http://www.osforce.cn/course/76,instruction,collected_count,purchased_count
Go语言入门,¥ 59.00,许式伟,七牛云存储CEO,本期嘉宾：许式伟 《Go语言编程》一书作者，致力于推广Go语言在中国的应用与推广工作。许式伟从2007年开始，发起一年一度的ECUG大会，该大会关注云计算与分布式领域的前沿技术实践，总结和经验分享。去年ECUG Con 2011，是国内第一个以Go语言为主体话题的盛宴。,,No category path,/files/course/2014/09-30/005427350b67047916.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),1064人,课程背景 Go语言越来越火，也越来越多公司使用，但是多数人对Go语言的编程范式认识不清，这个讲座试图理清Go与其他语言最核心的编程范式差异。,课程大纲 Go 语言特性介绍 Go 语言是面向连接和组合的语言,http://www.osforce.cn/course/56,instruction,collected_count,purchased_count
KVM虚拟化原理解析与实战演练,¥ 399.00,Eric,Linux内核华人贡献前10,本期嘉宾：Eric Linux内核华人贡献前10 Linux Kernel社区一线开发工程师， linux kernel社区华人贡献中排名前10位。现任职于美资500强外企，从事KVM的开发超过4年，内核开发经验超过7年。,,No category path,/files/course/2014/09-30/004635b93a24360119.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-3,(2人),244人,课程背景 linux系列课程在开源力量已经运行了快1年了，通过这段时间的课程运行，我们积累了不少经验。现在隆重推出新版“linux从入门到精通课程”。大数据课程由陈莉君老师和eric老师等采用线上联合授课的方式，两位老师身处不同的公司和单位，行业背景完全不同，但是在linux领域都有着自己不同的研究侧重点与项目经验。所以说，通过本课程一门课程的学习，不仅可以学习到linux在不同技术与行业应用，同时也可以了解两位老师所处的不同行业在大数据开发与应用方面的实战经验。  ,"课程大纲 第1章 虚拟化介绍，KVM深度介绍及CPU硬件基础 虚拟化的作用； 虚拟化的发展； 虚拟化的现状； KVM详解； KVM的周边工具 (Qemu, Ovirt, Openstack)； IO子系统详解及源码解读； DMA子系统详解及源码解读； 第2章 intel架构的硬件虚拟化和KVM基本功能实现 intel vt-X详解； intel vt-D详解； CPU的虚拟体系详解； Memory的虚拟详解； Device的虚拟详解； DMA的虚拟详解； device pass-through详解 第3章 KVM中的半虚拟化思想及Live-migration的实现 virtio的实现过程详解； virtio的性能分析和缺陷； KVM live-migration实现 第4章KVM 末来发展的架构方向 KVM storage； KVM networking",http://www.osforce.cn/course/105,instruction,collected_count,purchased_count
生产环境下的Java排错调优,免费,施懿民,知平软件创始人,本期嘉宾：施懿民 知平软件创始人 曾就职于海辉软件任高级测试经理，负责微软.NET虚拟机CLR的测试工作。对Windows和Linux系统，Java与.NET平台均有深入研究，现正从事编译器的编写与研究工作。,,No category path,/files/course/2013/12-06/1835131c7788204004.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(6人),1552人,课程背景 在开发程序的过程中，程序员其实是将较少的时间花在程序编写上，其他更多的时间是在调试程序的过程中。市面上有很多讲解编程技术的书籍，然而设计到发现问题的调试技术，却寥寥无几。,课程大纲 使用eclipse和jdb调试Java程序 演示eclipse的调试技巧 远程调试 Emacs和jdb结合调试 调试Java内存泄露,http://www.osforce.cn/course/55,instruction,collected_count,purchased_count
新一代规则引擎Drools概览,免费,钟华,红帽公司资深JBoss方案架构师,本期嘉宾：钟华 红帽公司资深JBoss方案架构师 在加盟红帽公司之前，在IBM软件部作为资深售前顾问供职6年，拥有13年的IT从业经验，对Java中间件领域相关产品有丰富项目架构设计和实战经验。,,No category path,/files/course/2014/08-20/103719fe9860161908.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(1人),215人,课程背景 作为开源领域中规则引擎的翘楚Drools，已经被很多的Java开发人员及架构师所知晓。红帽公司基于最新的Drools 6 版本在今年2月份发布了最新的规则引擎产品BRMS（Business Rules Management System） 6，此次课程结合了实际案例，阐述了规则引擎在新一代应用开发框架中扮演的角色和定位，同时也会给大家介绍BRMS 6版本中新增的强大功能组件——资源规划引擎。,课程大纲 1.规则引擎适用典型场景 2.红帽规则引擎产品——BRMS简介 3.资源规划引擎技术概览,http://www.osforce.cn/course/214,instruction,collected_count,purchased_count
Android开发入门,¥ 59.00,王童,,本期嘉宾：王童 某大型移动公司 Android架构师 从事Android7年，精通Android架构及各种特性，精通面向对象编程、网络编程、安卓UI框架及相关开发工具。熟练掌握UDP/TCP/IP、http等网络协议。熟练掌握PhoneGap和HTML5等跨平台移动应用程序开发技术。有丰富的项目经验，上线应用数十个涉及多媒体、生活、社交NFC等多个领域。,,No category path,/files/course/2014/07-16/102654e8e106447271.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),842人,课程背景 众所周知随着移动互联网的快速发展，移动应用开发越来越火热。目前手机不单单是传统意义上的娱乐和通信设备，更是个智能的个人终端，可以做的事情很多很多，并且随着智能穿戴设备的普及以及移动互联网向传统领域的渗透，使得移动应用开发前景广阔。Android作为主流的移动操作系统之一，近些年正以不可逆转之势席卷整个移动互联网领域。这次公开课将通过案例分享和串讲帮助您指明Android的学习之路和学习方法，通过公开课的学习能基本熟悉Android应用开发的重点难点，使之后的学习更有目的性。通过这次公开课的分享，希望能够让更多的同学进入Android，加入到Android应用开发的大家庭，享受到用技术改变生活带来的乐趣。,课程大纲 Android现状以及趋势 1. 主流移动操作系统 2. 开放的移动应用开发平台 3. 众多的硬件支持厂商 4. 穿戴设备与汽车 Android L新特性介绍 1. Material Design 2. 多网络支持 3. OpenGL ES 3.1和Android扩展包 4. ART 从事Android开发的前景 1. 社交、电商 2. 企业级无线应用 3. 医疗健康 做Android应用开发需要的知识基础 1. OO思想 2. Java基础知识 3. 多线程 4. XML、数据库以及C、C++基础知识 深入Android Android架构 1. 架构分层思想 2. HAL层的特殊意义 3. JNI介绍 4. Android启动简介,http://www.osforce.cn/course/204,instruction,collected_count,purchased_count
Python Web应用开发框架Django速成,¥ 59.00,Cesc,开源力量资深教授,本期嘉宾：邵育亮 EMC高级软件工程师 曾就职于土豆网基础架构组参与CDN系统的开发测试工作。现在是EMC高级软件工程师，业余生活喜欢和朋友一起用Python捣鼓捣鼓网站开发。,,No category path,/files/course/2014/05-14/081723310242754758.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),1260人,"课程背景 Django 项目是一个python定制框架，它源自一个在线新闻 Web 站点，于 2005 年以开源的形式被释放出来。Django 框架的核心组件有： 1、用于创建模型的对象关系映射 2、为最终用户设计的完美管理界面 3、一流的 URL 设计 4、设计者友好的模板语言 5、缓存系统。 Django(发音：[`dʒæŋɡəʊ]) 是用python语言写的开源web开发框架(open source web framework)，它鼓励快速开发,并遵循MVC设计。Django遵守BSD版权，初次发布于2005年7月, 并于2008年9月发布了第一个正式版本1.0 。 Django 根据比利时的爵士音乐家Django Reinhardt命名，他是一个吉普赛人，主要以演奏吉它为主，还演奏过小提琴等。 由于Django在近年来的迅速发展，应用越来越广泛，被著名IT开发杂志SD Times评选为2013 SD Times 100，位列“API、库和框架”分类第6位，被认为是该领域的佼佼者。","课程大纲 1. Python 基本语法 2. Django 背景介绍 3. Demo for a ""Hello World"" 4. Django ORM 介绍 5. Django Template介绍 6. Django View 介绍 7. How to build a simple blog using Django + Admin",http://www.osforce.cn/course/179,instruction,collected_count,purchased_count
面向对象的设计模式,¥ 59.00,蔡茂华,亚信科技电子渠道服务部 软件工程师,本期嘉宾：蔡茂华 亚信科技软件工程师。 八年大型软件系统项目设计、开发经验，具有多年电信行业软件开发背景。五年以上团队管理经验，多次主讲过设计模式及UML等课程。,,No category path,/files/course/2014/11-25/101923baebff642775.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),1142人,课程背景 设计模式（Design pattern）是一套被反复使用、多数人知晓的、经过分类编目的、代码设计经验的总结。设计模式提供了一套通用的设计词汇和一种通用的语言，以方便开发人员之间进行沟通和交流，使得设计方案更加通俗易懂； 通过学习设计模式，让人们可以更加简单方便地复用成功的设计和体系结构；使得设计方案更加灵活，且易于修改；将提高软件系统的开发效率和软件质量，且在一定程度上节约设计成本；有助于从业人员更深入地理解面向对象思想，方便阅读和学习现有类库与其他系统中的源代码。,课程大纲 设计模式简介 面向对象的设计原则 Uml概述 简单工厂模式 工厂方法模式,http://www.osforce.cn/course/270,instruction,collected_count,purchased_count
Linux内核源码深度解析与开发实战,¥ 590.00,Eric,Linux内核华人贡献前10,讲师Eric，Linux Kernel社区一线开发工程师， linux kernel社区华人贡献中排名前10位。现任职于美资500强外企，从事KVM的开发超过4年，内核开发经验超过7年。,,No category path,/files/course/2014/02-28/0237200b9383683321.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-4,(1人),59人,no desc,no outline,http://www.osforce.cn/course/97,instruction,collected_count,purchased_count
Linux内核源码研读与实战演练,¥ 590.00,Eric,Linux内核华人贡献前10,本期嘉宾：Eric Linux内核华人贡献前10 Linux Kernel社区一线开发工程师， linux kernel社区华人贡献中排名前10位。现任职于美资500强外企，从事KVM的开发超过4年，内核开发经验超过7年,,No category path,/files/course/2014/09-30/174313169e2f049358.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(3人),262人,课程背景 linux系列课程在开源力量已经运行了快1年了，通过这段时间的课程运行，我们积累了不少经验。现在隆重推出新版“linux内核开发从入门到精通系列课程”。整个课程由陈莉君老师和eric老师等采用线上联合授课的方式，两位老师身处不同的公司和单位，行业背景完全不同，但是在linux领域都有着自己不同的研究侧重点与项目经验。所以说，通过本系列课程的学习，不仅可以学习到linux在不同技术与行业应用，同时也可以了解两位老师所处的不同行业在linux开发与应用方面的实战经验。,课程大纲 第1部分 Linux 内核中的基础数据结构 内核模块； list链表； rb_tree； 第2部分 Linux内核中的同步方法详解 lock锁； mutex； spin_lock； RCU； atomic operations原子操作 第3部分 内存管理和进程管理 page allocator； slab allocator； fork的实现； exit的实现； 信号处理 第4部分 中断/异常处理，定时器，IPC的实现 中断/异常的硬件基础； 内核中中断的实现； wall time； 定时器； hrtimer； xtimer； CFS调度器； 共享内存； 信号量,http://www.osforce.cn/course/83,instruction,collected_count,purchased_count
拥抱开源，企业IT自主之路,免费,章文嵩,阿里巴巴集团副总裁,阿里巴巴集团副总裁，高级研究员，LVS开源软件创始人,,No category path,/files/course/2013/12-06/18554621e97c802072.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),817人,no desc,no outline,http://www.osforce.cn/course/67,instruction,collected_count,purchased_count
Java事件编程,¥ 59.00,彭晨阳,,本期嘉宾：彭晨阳 网名板桥banq ， 培训咨询顾问 从事软件行业20年，Jdon.com自媒体主持人，分别在软件建模与软件架构两个领域有自己的研究与实践心得。,,No category path,/files/course/2013/12-06/1845360eac82374237.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),713人,课程背景 讲解如何在Java环境下进行事件并发编程。,课程大纲 1.传统编程模型的缺点 2.事件编程模型的特点 3.CQRS架构特点 4.领域驱动设计开发 5.Java事件编程举例,http://www.osforce.cn/course/66,instruction,collected_count,purchased_count
iOS技术架构剖析之数据交换,免费,高文华,sun J2EE讲师、CEAC认证讲师,本期嘉宾：高文华 sun J2EE讲师、CEAC认证讲师、某大型移动公司iOS架构师 10年开发经验。从事iOS开发6年，精通iOS架构，精通面向对象编程、网络编程、熟悉掌握UDP/TCP/IP、Http等。,,No category path,/files/course/2014/09-12/103708424912481653.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),387人,课程背景 随着移动互联网的快速发展，移动应用开发越来越得到企业和个人的青睐。大多数企业开始转向移动互联网领域，开始扩展多渠道推广模式。在相应网站平台之上架设对移动端的支持。这次公开课通过对架构的搭建，让大家熟悉服务器端和客户端之间是如何数据交换的。,课程大纲 一、3rd介绍 ASIHttpRequest封装 二、json规范 json格式 三、http post&get传参方式 URL&Dictionary 四、网络异常处理 五、代码编写及调试 手把手实现 六、Q&A,http://www.osforce.cn/course/228,instruction,collected_count,purchased_count
虚拟文件系统：从原理到实现,免费,陈莉君,西安邮电大学教授,本期嘉宾：陈莉君 西安邮电学院教授 十多年来致力于推动Linux在中国的发展，深入研究Linux内核相关理论以及技术，积极跟踪Liunx 内核发展动向，针对Linux内核版本的不断演化，连续编写和翻译了有关专著、译著及教材多部。 专著《Linux操作系统内核分析》曾被指定为中科院考博参考书；所翻译的《深入理解Linux源代码》和《Linux内核设计与实现》是Linux开发者的必读书；撰写的《Linux操作系统原理与应用》被列为国家 “十一五”规划教材,,No category path,/files/course/2014/08-28/091613d85909440326.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(1人),394人,课程背景 数据的存储和检索方式日益增多，其每一种方式背后都隐藏着一种管理机制，也即一种文件系统。每一种文件系统都有各自独特的个性，用户程序如何面对个性纷呈的不同文件系统？是否有一种统领大众的文件系统把用户解放出来？VFS（Virtual Filesystem Switch）正是为此而设计。 本讲座从VFS的引入入手，介绍其涉及的主要数据结构以及缘由。以cp拷贝不同文件系统中的文件为实例，在分析文件open，read以及write实现代码的基础上，重点讲述文件系统的实现中涉及的各种cache，从而为实现自己的文件系统以及优化打下基础。,课程大纲 1. VFS的引入 2. VFS设计中涉及的6个主要数据结构 3. open的源代码分析 4. 如何查找文件 5. Dentry cache数据结构及分析 6. buffer cache数据结构及分析 7. Read源码的分析（包括page cache的分析） 8. 简述write的实现,http://www.osforce.cn/course/219,instruction,collected_count,purchased_count
OpenStack在企业持续集成中的实战,¥ 59.00,罗勇,,本期嘉宾：罗勇 开源软件爱好者。 目前任职某知名世界500强电信公司，从事云计算相关产品研发工作，多年云计算IaaS、PaaS、SaaS相关产品开发运维经验，尤其擅长基于IaaS的持续交付系统设计与开发，目前所在团队管理着日部署上万个Instance的OpenStack集群，支持每天上百次产品部署发布，对开源云平台OpenStack开发和运维都有较深入的研究,,No category path,/files/course/2014/10-08/183647f27e1e487522.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),648人,课程背景 持续集成（CI）可以说是软件开发领域的一个老话题，如何利用有限的资源实现高效的持续集成系统，辅助日常开发和测试一直是一个永恒的话题。在云计算时代，这个话题的内涵和外延发生着一些有趣变化，众所周知云计算的弹性计算、按需付费、高度自动化给软件开发和运维带了便捷，持续集成的实施过程涉及到软件开发的整个生命周期，如何能快速、可靠地构建，部署，测试每次发生变更的代码，这是衡量持续集成系统优劣的唯一标准。这次公开课将以某企业真实案例作为背景，讲解如何利用开源云计算框架（OpenStack）搭建企业私有云，实现硬件资源高度利用和增强部署灵活性，并最终提升持续集成服务能力。通过这次公开课的分享，希望对正在实施或者将要实施持续集成的听众带来启发和帮助。,课程大纲 1.OpenStack/持续集成概述 2.持续集成系统实施面临难题 3.OpenStack 对持续集成带来的好处 4.案例分享（基于私有云的持续集成系统分析与设计） 代码复查 代码检查 构建 包仓库管理 配置管理 自动部署 自动化测试 报表与提醒 5.搭建基于私有云的持续集成系统几点建议,http://www.osforce.cn/course/200,instruction,collected_count,purchased_count
数据挖掘入门指引,免费,zenglp,数据挖掘专家，曾于美国纽约州立大学大气科学中心，任数据分析/挖掘博士后研究员,本期嘉宾：曾立平 亚联数据挖掘专家 有8年数据挖掘工作经验，擅长数据分析/挖掘，亚联数据挖掘专家。他曾主持和指导多个省份电信数据挖掘项目的开发，在数据挖掘实战方面有很丰富的经验。,,No category path,/files/course/2014/03-06/1750593ee0ba451834.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),1707人,课程背景 大数据的核心是价值，如何挖掘数据价值，应用是引导，挖掘是关键。数据挖掘是交叉学科，统计学和机器学习是其中最重要的基础。大数据处理不是数据分析，数据分析是什么，数据分析和数据挖掘的区别，数据挖掘的流程、重要环节和主要算法，大数据挖掘和传统数据挖掘的区别，课程会给出一个清晰的认识。,课程大纲 1. 数据分析概述 2. 数据挖掘流程 3. 常用算法介绍 4. 模型应用案例 5. 大数据挖掘技术 6. 大数据应用案例,http://www.osforce.cn/course/112,instruction,collected_count,purchased_count
HBase源码解析与开发实战,¥ 499.00,LouisT,IBM Hadoop架构师,本期嘉宾：LouisT IBM Hadoop架构师 目前就职于IBM公司，主要从事对Hadoop生态系统的移植，以及其性能优化工作。熟悉HDFS架构以及Mapreduce原理和相关编程；曾经改进了HDFS数据块动态复制策略，利用系统特性提高native I/O速度，使hadoop支持高吞吐率和高并发性。同时提高了Mapreduce的容错能力，支持多任务的抢占和高并发。,,No category path,/files/course/2014/12-11/1625222bbdea049939.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-4,(4人),207人,课程背景 大数据系列课程在开源力量已经运行了快1年了，通过这段时间的课程运行，我们积累了不少经验。现在隆重推出新版“大数据从入门到精通课程”。大数据课程由贾老师和王老师采用线上联合授课的方式，贾老师负责讲授Hive的内容，王老师讲授Hbase的内容，两位老师身处不同的公司，行业背景完全不同，但是在大数据领域都有着自己不同的研究侧重点与项目经验。王老师还会负责hadoop课程的授课，贾老师将承担后期的Spark，mahout，sqoop，storm部分。所以说，通过本课程一门课程的学习，不仅可以学习到大数据领域中Hadoop、hive、hbase，spark，storm，mahout、sqoop等在不同技术与行业应用，同时也可以了解两位老师所处的不同行业在大数据开发与应用方面的实战经验。,课程大纲 学习内容： Hbase系统搭建与部署，Hbase shell操作； 客户端API操作，包括put、get、delete方法以及批量处理操作与客户端缓存，HTable类与Bytes类的使用； 比较过滤器、专用过滤器、附加过滤器、自定义过滤器的使用 计数器的使用，协处理器（coprocessor类、regionobserver类、masterobserver类、endpoint）的使用 HTablePool类的使用 实战：搭建Hbase集群；使用Hbase shell进行表的操作；利用Hbase API编写客户端工具操作Hbase集群 收获内容： 熟练掌握Hbase集群的搭建，能够利用Hbase shell对数据进行操作与查询； 熟练使用客户端API，了解过滤器、计数器、协处理器以及HTablePool的使用 第二周：客户端API的管理功能、MapReduce系统集成 学习内容： 利用HbaseAdmin类进行Hbase表的管理，包括表、属性、列的操作； MapReduce集成，编写Mapreduce程序实现对HBase表的select，多表join，聚合操作，sort等功能 实战：通过利用Mapreduce实现数据的查询、聚合、连接等操作 收获内容： 掌握基于Hbase的Mapreduce程序编写，实现对表的操作 第三周：HBase系统架构原理 主要介绍： Hbase中数据的查找与传输，数据结构B+树、LSM树介绍； 数据存储格式HFile格式、KeyValue格式； WAL机制，HLog类、HLogKey类、WALEdit类、LogSyncer类、回放与持久性； region、-root-表的查找； LogEdit的生命周期与内部机制； Coprocessor实现； 二级索引HIndex原理 实战：自定义Coprocessor的实现；HIndex的使用 收获内容： 了解WAL机制 Coprocessor的内部实现 二级索引HIndex的实现原理 第四周：HBase高级用法 主要介绍： Hbase表的行键设计，高表与宽表、部分键扫描、分页、时间序列、时间顺序关系； 高级模式； 辅助索引； 搜索集成； 事务； BloomFilter布隆过滤器； 隐式版本控制与自定义版本控制 实战：Hbase表的行健设计 收获内容： Hbase的高级用法，Hbase行健设计的一般方法与各自的特点 第五周：HBase系统集成与案例实战 主要介绍： 利用hbase、Solr和Solr-IndexBuilder，设计与实现一个在线Hbase数据存储与实时查询系统，构建基于Hbase的SQL查询系统 实战：设计与开发一套数据存储与实时查询系统 收获内容： 从系统设计、开发、集成的角度，掌握Hbase的各项操作与性能优化方案，构建自己的实时查询系统,http://www.osforce.cn/course/118,instruction,collected_count,purchased_count
Python入门指引,¥ 59.00,许智翔,,本期嘉宾：许智翔 有7年工作经验，擅长系统/安全，主要活跃在shlug和cpug社区。 他曾主持过多个大型系统的设计和开发，是python-segment和uniproxy的作者，也是python-formalchemy和python-snappy的debian包维护者。,,No category path,/files/course/2013/12-06/18440228c436220630.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(5人),1823人,课程背景 Python的设计哲学是“优雅”、“明确”、“简单”。因此，Perl语言中“总是有多种方法来做同一件事”的理念在Python开发者中通常是难以忍受的。Python开发者的哲学是“用一种方法，最好是只有一种方法来做一件事”。在设计Python语言时，如果面临多种选择，Python开发者一般会拒绝花俏的语法，而选择明确的没有或者很少有歧义的语法。,课程大纲 1. 入门 2. Web 3. 爬虫 4. UI 5. 系统和部署 6. 网络 7. Web容器 8. ORM 9. 各种其它：科学计算，图形处理，模板，文档,http://www.osforce.cn/course/64,instruction,collected_count,purchased_count
Apache OFBiz在电商网站的实践,免费,黄柏华,OFBiz架构师，首席程序员。,本期嘉宾：黄柏华 百货购架构师，首席程序员 百货购架构师，首席程序员。 对Java、后台系统、大型网站有多年实践。,,No category path,/files/course/2014/05-23/1126019ebfef361672.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(6人),961人,课程背景 Apache OFBiz不仅是一个产品及订单管理系统，它还提供了一整套功能，涵盖企业所需的方方面面。除了管理产品及其相关内容(如电子商店)外，Apache OFBiz还能履行许多其它重要角色，包括客户关系管理、项目进度、计费管理、人力资源管理以及订单管理。简而言之，它就是一个企业资源规划器。世界上有上千个企业在某方面或多方面依赖于OFBiz。百货购就是其中之一。百货购，你身边的云超市 http://100hg.com . 此公开课介绍了百货购选择Apache OFBiz构建电子商务平台的实践过程。 参考文档：http://forge.huihoo.com/projects/docs/files .,课程大纲 1.选择OFBiz的种种考虑； 2.熟悉OFBiz的主业务，包括类目，产品，订单，设施，内容，购物车，货运业务； 3.研�CoreOS趋势及技术剖析,¥ 59.00,汪洋,开源战略规划专家,本期嘉宾：汪洋,,No category path,/files/course/2015/01-30/1933404356c8614223.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-4,(1人),185人,课程背景 云计算新星 Docker 正在以火箭般的速度发展，与它相关的生态圈也渐入佳境，CoreOS 就是其中之一。CoreOS 是一个全新的、面向数据中心设计的 Linux 操作系统，在2014年7月发布了首个稳定版本，目前已经完成了800万美元的A轮融资。 CoreOS 专门针对大型数据中心而设计，旨在以轻量的系统架构和灵活的应用程序部署能力简化数据中心的维护成本和复杂度。 在数据中心演进的过程中，对操作系统提出了高效、轻量级、分布式集群等诉求，CoreOS是目前最成熟和完善的面向下一代数据中心的开源操作系统。,课程大纲 1 . 数据中心OS演进趋势 2 . CoreOS的定位及特点 3 . CoreOS关键技术剖析 4 . CoreOS未来发展方向,http://www.osforce.cn/course/309,instruction,collected_count,purchased_count
ing,school URL,school Name,type,stars-0,(0人),914人,课程背景 大数据已经从之前的”大“，慢慢转变为现在的”快“，本期吴朱华将讲述大数据如何变快的。,课程大纲 1. 什么大数据实时分析？ 2. 为什么需要大数据实时分析？ 3. YunTable是如何做到大数据实时分析？ 4. YunTable在大数据实时分析方面的场景和案例；,http://www.osforce.cn/course/71,instruction,collected_count,purchased_count
Spark：大数据时代的电光火石,¥ 59.00,白硕,亚信联创橘云大数据-架构师,本期嘉宾：白硕 亚信联创橘云大数据-架构师 有十余年软件开发和架构设计经验，喜欢研究各种开源框架，并积累了一些心得。目前正在研究基于scala的spark和kafka。现在在亚信联创的橘云大数据部门担任架构师,,No category path,/files/course/2014/04-15/1802444a7ac6239968.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),896人,课程背景 Spark是发源于美国加州大学伯克利分校AMPLab的集群计算平台。它立足于内存计算，从多迭代批量处理出发，兼收并蓄数据仓库、流处理和图计算等多种计算范式，是罕见的全能选手。 Spark已正式申请加入Apache孵化器，从灵机一闪的实验室“电火花”成长为大数据技术平台中异军突起的新锐。本文主要讲述Spark的设计思想。Spark如其名，展现了大数据不常见的“电光石火”。,课程大纲 1. spark简介 推荐链接：http://www.tuicool.com/articles/2uA773 2. scala语法介绍 函数式编程 闭包 几个关键的函数:map 和flatmap 3. spark的关键组件 master worker sparkContext（client） 4. 4种rdd 输入rdd，转化rdd，缓存rdd 行动rdd（只有最后一种才会进行计算） 5. 一个wordcount例子 解释刚才讲过的rdd，图例解释DAG的概念 6. stage的概念 stage存在的意义，stage和依赖的关系 什么是数据的pipeline 7. 两种Task Task的提交与执行 8 计算结果,http://www.osforce.cn/course/137,instruction,collected_count,purchased_count
